full_text,punctuation_text,normalized,hf_final,hf_score
Gubernur Jakarta Pramono Anung menekan Peraturan Gubernur (Pergub) soal pekerja swasta dengan gaji di bawah Rp6 2 juta gratis naik transportasi publik seperti Transjakarta MRT Jakarta dan LRT Jakarta. Saya ingin menyampaikan bahwa saya sudah menandatangani dan mengeluarkan https://t.co/PReNLSu0Nf,gubernur jakarta pramono anung menekan peraturan gubernur pergub soal pekerja swasta dengan gaji di bawah rp juta gratis naik transportasi publik seperti transjakarta mrt jakarta dan lrt jakarta saya ingin menyampaikan bahwa saya sudah menandatangani dan mengeluarkan,gubernur jakarta pramono anung menekan peraturan gubernur pergub soal pekerja swasta dengan gaji di bawah rp juta gratis naik transportasi publik seperti transjakarta mrt jakarta dan lrt jakarta saya ingin menyampaikan bahwa saya sudah menandatangani dan mengeluarkan,Neutral,9.996.341.466.903.680
Karyawan Swasta Bergaji Rp6 2 Juta Bisa Gratis Naik Transjakarta MRT hingga LRT https://t.co/8BCqniBz7k,karyawan swasta bergaji rp juta bisa gratis naik transjakarta mrt hingga lrt,karyawan swasta bergaji rp juta bisa gratis naik transjakarta mrt hingga lrt,Neutral,9.996.315.240.859.980
nak try naik mrt lah pergi kerja.,nak try naik mrt lah pergi kerja,anak try naik mrt lah pergi kerja,Neutral,5.293.095.707.893.370
Kabar Gembira! Gaji di Bawah Rp 6 2 Juta Bisa Naik Transportasi Umum Gratis di Jakarta https://t.co/I7nPuohBYU,kabar gembira gaji di bawah rp juta bisa naik transportasi umum gratis di jakarta,kabar gembira gaji di bawah rp juta bisa naik transportasi umum gratis di jakarta,Neutral,999.189.555.644.989
Ini Cara Membuat Kartu Pekerja Jakarta untuk Gratis Naik Transjakarta MRT dan LRT https://t.co/CegyMU1PD6,ini cara membuat kartu pekerja jakarta untuk gratis naik transjakarta mrt dan lrt,ini cara membuat kartu pekerja jakarta untuk gratis naik transjakarta mrt dan lrt,Neutral,9.997.460.246.086.120
Karyawan Bergaji Maksimal Rp6 2 Juta Bisa Naik Transjakarta Hingga MRT Gratis https://t.co/FJ8r4hlBE5,karyawan bergaji maksimal rp juta bisa naik transjakarta hingga mrt gratis,karyawan bergaji maksimal rp juta bisa naik transjakarta hingga mrt gratis,Neutral,9.993.988.275.527.950
Dapat mengajukan kartu layanan transportasi massal gratis dan ini berlaku bukan hanya untuk ASN (Aparatur Sipil Negara) tetapi juga untuk swasta kata Pramono https://t.co/kgKc0LxO57,dapat mengajukan kartu layanan transportasi massal gratis dan ini berlaku bukan hanya untuk asn aparatur sipil negara tetapi juga untuk swasta kata pramono,dapat mengajukan kartu layanan transportasi massal gratis dan ini berlaku bukan hanya untuk asn aparatur sipil negara tetapi juga untuk swasta kata pramono,Neutral,999.711.811.542.511
omg berarti pulang nanti naik mrt biar bs liatt!!,omg berarti pulang nanti naik mrt biar bs liatt,omg berarti pulang nanti naik mrt biar bisa liatt,Neutral,9.887.944.459.915.160
Pramono Teken Pergub Pekerja Gaji di Bawah Rp6 2 Juta Gratis Naik Transjakarta hingga MRT https://t.co/t4vHsSbOSv,pramono teken pergub pekerja gaji di bawah rp juta gratis naik transjakarta hingga mrt,pramono teken pergub pekerja gaji di bawah rp juta gratis naik transjakarta hingga mrt,Neutral,999.739.944.934.845
Kartu Pekerja Jakarta merupakan program Pemerintah Provinsi (Pemprov) DKI Jakarta untuk meningkatkan kesejahteraan buruh dan pekerja. #kotajakarta #pemprovdkijakarta Sumber: https://t.co/sedkKDyXgL. Membership: https://t.co/v7B5cp579O Download aplikasi: https://t.co/0kuhQgVCgI,kartu pekerja jakarta merupakan program pemerintah provinsi pemprov dki jakarta untuk meningkatkan kesejahteraan buruh dan pekerja kotajakarta pemprovdkijakarta sumber membership download aplikasi,kartu pekerja jakarta merupakan program pemerintah provinsi pemprov dki jakarta untuk meningkatkan kesejahteraan buruh dan pekerja kotajakarta pemprovdkijakarta sumber membership download aplikasi,Neutral,9.995.686.411.857.600
Pekerja swasta di DKI Jakarta dengan penghasilan maksimal Rp 6 2 juta per bulan kini bisa menikmati layanan transportasi umum gratis baik Transjakarta MRT maupun LRT Jakarta!⁣ ⁣⁣ &gt;&gt; https://t.co/ZNxKX4KwK0 #detikfinance #TransportasiGratis #MRT #LRT #transjakarta https://t.co/NyD10hRGxv,pekerja swasta di dki jakarta dengan penghasilan maksimal rp juta per bulan kini bisa menikmati layanan transportasi umum gratis baik transjakarta mrt maupun lrt jakarta gt gt detikfinance transportasigratis mrt lrt transjakarta,pekerja swasta di dki jakarta dengan penghasilan maksimal rp juta per bulan kini bisa menikmati layanan transportasi umum gratis baik transjakarta mrt maupun lrt jakarta begitu begitu detikfinance transportasigratis mrt lrt transjakarta,Neutral,999.300.479.888.916
guess who hilangkan ic time naik mrt???? AND NOW MACAM MANA AKUU NAKK CHECK IN HOTEL BABIIII,guess who hilangkan ic time naik mrt and now macam mana akuu nakk check in hotel babi,guess who hilangkan ic time naik mrt and now macam mana akuu nakk check in hotel babi,Negative,9.977.765.679.359.430
@kompascom Harusnya diperjelas misalnya yang gajinya 6 3 juta kalau habisnya 300 ribu buat naik MRT kan kasihan cuman dapat 6 juta sedangkan yang gaji 6 2 juta dapat penuh harusnya kalau habis 300 ribu buat met tinggal suruh bayar 100 ribu (potong selisih dari 6 2 juta).,harusnya diperjelas misalnya yang gajinya juta kalau habisnya ribu buat naik mrt kan kasihan cuman dapat juta sedangkan yang gaji juta dapat penuh harusnya kalau habis ribu buat met tinggal suruh bayar ribu potong selisih dari juta,harusnya diperjelas misalnya yang gajinya juta kalau habisnya ribu buat naik mrt kan kasihan hanya dapat juta sedangkan yang gaji juta dapat penuh harusnya kalau habis ribu buat met tinggal suruh bayar ribu potong selisih dari juta,Negative,7.074.900.269.508.360
@OrionDenanda makasi bang ambil aja semua takut gabisa naik MRT,makasi bang ambil aja semua takut gabisa naik mrt,terima kasih bang ambil saja semua takut tidak bisa naik mrt,Negative,9.996.904.134.750.360
Karyawan swasta di DKI Jakarta dengan penghasilan hingga Rp 6 2 juta kini bisa naik MRT LRT dan BRT Transjakarta secara gratis. Kebijakan ini meringankan biaya transportasi sekaligus mendorong penggunaan angkutan massal yang efisien dan ramah lingkungan #MRT #LRT #Transjakarta https://t.co/aglzh6YMgY,karyawan swasta di dki jakarta dengan penghasilan hingga rp juta kini bisa naik mrt lrt dan brt transjakarta secara gratis kebijakan ini meringankan biaya transportasi sekaligus mendorong penggunaan angkutan massal yang efisien dan ramah lingkungan mrt lrt transjakarta,karyawan swasta di dki jakarta dengan penghasilan hingga rp juta kini bisa naik mrt lrt dan brt transjakarta secara gratis kebijakan ini meringankan biaya transportasi sekaligus mendorong penggunaan angkutan massal yang efisien dan ramah lingkungan mrt lrt transjakarta,Neutral,8.474.441.170.692.440
@Greesel_JKT48 Bentar cel masih otw naik MRT buat Jumatan,bentar cel masih otw naik mrt buat jumatan,bentar cel masih otw naik mrt buat jumatan,Negative,7.703.672.647.476.190
@turfaul Lebih berguna buat yg jarang naik transum si biar gausa topup2 kartu kalo aku yg commuting mrt+krl pp udh simple pake emoney sih,lebih berguna buat yg jarang naik transum si biar gausa topup kartu kalo aku yg commuting mrt krl pp udh simple pake emoney sih,lebih berguna buat yang jarang naik transportasi umum si biar gausa topup kartu kalau saya yang commuting mrt krl pp sudah simple pakai emoney sih,Positive,9.719.475.507.736.200
Pekerja Bergaji Rp6 2 Juta Bisa Naik MRT LRT dan Transjakarta Gratis #BacadiBJ #BeritaJakarta #DKIJakarta #JAKI #WeLoveJakarta https://t.co/xJxubgwIEd,pekerja bergaji rp juta bisa naik mrt lrt dan transjakarta gratis bacadibj beritajakarta dkijakarta jaki welovejakarta,pekerja bergaji rp juta bisa naik mrt lrt dan transjakarta gratis bacadibj beritajakarta dkijakarta jaki welovejakarta,Neutral,9.996.594.190.597.530
Mau cerita. Kemarin aku pulang kerja dateng ke bazar sama temen kantor. Terus pulangnya naik MRT and they seem clueless about keluarnya yang mana dkk and i show them the way. Terus ngajak salah satunya buat makan mie luwes depan st sudirman.,mau cerita kemarin aku pulang kerja dateng ke bazar sama temen kantor terus pulangnya naik mrt and they seem clueless about keluarnya yang mana dkk and i show them the way terus ngajak salah satunya buat makan mie luwes depan st sudirman,mau cerita kemarin saya pulang kerja datang ke bazar sama teman kantor terus pulangnya naik mrt and they seem clueless about keluarnya yang mana dkk and saya show them the way terus mengajak salah satunya buat makan mie luwes depan st sudirman,Positive,8.867.753.744.125.360
@Chan48859021 Mereka bilang kepentingan rakyat tapi dia sendiri ga pernah naik Whoosh MRT dan LRT lewat toll setahun sekali kalo pulang kampung yang sering mereka nikmati paling JakLingko yg gratis transjakarta dan kereta commuter yg murah meriah.,mereka bilang kepentingan rakyat tapi dia sendiri ga pernah naik whoosh mrt dan lrt lewat toll setahun sekali kalo pulang kampung yang sering mereka nikmati paling jaklingko yg gratis transjakarta dan kereta commuter yg murah meriah,mereka bilang kepentingan rakyat tapi dia sendiri tidak pernah naik whoosh mrt dan lrt lewat toll setahun sekali kalau pulang kampung yang sering mereka nikmati paling jaklingko yang gratis transjakarta dan kereta commuter yang murah meriah,Positive,9.991.989.731.788.630
bwk2 mandi lah pepagi woiii korg igt xde bau ke naik mrt tak mandi #smrt,bwk mandi lah pepagi woi korg igt xde bau ke naik mrt tak mandi smrt,bwk mandi lah pepagi woi korg igt xde bau ke naik mrt tidak mandi smrt,Neutral,9.928.567.409.515.380
Stay Healthy on the Go! Sekarang naik MRT #PastiBisa sekaligus jaga kesehatan Hadir di Stasiun MRT Dukuh Atas BNI Bunda Clinic MRT Dukuh Atas siap memberikan layanan kesehatan yang mudah diakses untuk kamu yang aktif dan sibuk! Layanan yang tersedia: Vaccination: Flu https://t.co/j0zcfrB4FR,stay healthy on the go sekarang naik mrt pastibisa sekaligus jaga kesehatan hadir di stasiun mrt dukuh atas bni bunda clinic mrt dukuh atas siap memberikan layanan kesehatan yang mudah diakses untuk kamu yang aktif dan sibuk layanan yang tersedia vaccination flu,stay healthy on the go sekarang naik mrt pastibisa sekaligus jaga kesehatan hadir di stasiun mrt dukuh atas bni bunda clinic mrt dukuh atas siap memberikan layanan kesehatan yang mudah diakses untuk kamu yang aktif dan sibuk layanan yang tersedia vaccination flu,Positive,9.740.371.704.101.560
@adeirra @kyai_ambleg Bener si tpi ada Hak LGBT maksudnya apaan jir emg misal lgbt mau naik Mrt Di larang? Kan enggak lagian cari celah kok aneh. LGBT itu menyimpang dan setiap orang di jalan itu g bakalan ad yg nanya lu lesbi/gay tapi kalian sendiri yg show off perilaku tolol tsb.,bener si tpi ada hak lgbt maksudnya apaan jir emg misal lgbt mau naik mrt di larang kan enggak lagian cari celah kok aneh lgbt itu menyimpang dan setiap orang di jalan itu g bakalan ad yg nanya lu lesbi gay tapi kalian sendiri yg show off perilaku tolol tsb,benar si tapi ada hak lgbt maksudnya apaan jir memang misal lgbt mau naik mrt di larang kan tidak lagi cari celah kok aneh lgbt itu menyimpang dan setiap orang di jalan itu tidak akan ad yang tanya kamu lesbi gay tapi kalian sendiri yang show off perilaku tolol tersebut,Negative,9.998.528.957.366.940
akhirnya naik mrt 08.27 :))),akhirnya naik mrt,akhirnya naik mrt,Neutral,9.993.321.299.552.910
Sama ribetnya. Paling ribet itu karena sekarang opsi beli tiket di stasiun udah dihilangin. Buat aku yg setahun sekali naik krl dan pernah ketinggalan kartu mrt DAN BATRE HP HAMPIR HABIS opsi beli di stasiun harusnya diadain sih.,sama ribetnya paling ribet itu karena sekarang opsi beli tiket di stasiun udah dihilangin buat aku yg setahun sekali naik krl dan pernah ketinggalan kartu mrt dan batre hp hampir habis opsi beli di stasiun harusnya diadain sih,sama ribetnya paling ribet itu karena sekarang opsi beli tiket di stasiun sudah dihilangin buat saya yang setahun sekali naik krl dan pernah ketinggalan kartu mrt dan batre hp hampir habis opsi beli di stasiun harusnya diadain sih,Negative,9.989.274.144.172.660
Cara Daftar Kartu Pekerja Jakarta Agar Bisa Gratis Naik Transjakarta MRT dan LRT https://t.co/XHbAoohx2z,cara daftar kartu pekerja jakarta agar bisa gratis naik transjakarta mrt dan lrt,cara daftar kartu pekerja jakarta agar bisa gratis naik transjakarta mrt dan lrt,Neutral,9.997.355.341.911.310
gede jg ya ternyata blm lg hitungan kalau pulangnya jam jam maghrib tuh pasti gue naik mrt krn MALAS menyambangi macet kuningan https://t.co/UgtblKq1XQ,gede jg ya ternyata blm lg hitungan kalau pulangnya jam jam maghrib tuh pasti gue naik mrt krn malas menyambangi macet kuningan,gede juga ya ternyata belum lagi hitungan kalau pulangnya jam jam maghrib tuh pasti saya naik mrt karena malas menyambangi macet kuningan,Negative,9.998.316.764.831.540
Ini Syarat Naik MRT LRT hingga Transjakarta Secara Gratis https://t.co/N8Io9nCAzd,ini syarat naik mrt lrt hingga transjakarta secara gratis,ini syarat naik mrt lrt hingga transjakarta secara gratis,Neutral,9.993.507.266.044.610
Asyik! Karyawan Swasta Gaji di Bawah Rp 6 2 Juta Gratis Naik Transjakarta LRT dan MRT Berikut Syaratnya https://t.co/XWdMiZMzdy,asyik karyawan swasta gaji di bawah rp juta gratis naik transjakarta lrt dan mrt berikut syaratnya,asyik karyawan swasta gaji di bawah rp juta gratis naik transjakarta lrt dan mrt berikut syaratnya,Neutral,7.155.691.385.269.160
Pegawai Swasta di Jakarta bergaji maksimal Rp 6 2 Jt gratis naik MRT/LRT/Transjakarta. Menurut Anda apakah efektif mendorong masyarakat beralih ke Transportasi umum? #Polling #SonoraPagi Streaming: https://t.co/TRcBK95osQ,pegawai swasta di jakarta bergaji maksimal rp jt gratis naik mrt lrt transjakarta menurut anda apakah efektif mendorong masyarakat beralih ke transportasi umum polling sonorapagi streaming,pegawai swasta di jakarta bergaji maksimal rp jt gratis naik mrt lrt transjakarta menurut anda apakah efektif mendorong masyarakat beralih ke transportasi umum polling sonorapagi streaming,Neutral,9.984.471.201.896.660
@askayyy_ Pilihan 2: Naik 7A jurusan Lebak Bulus turun di Stasiun MRT Lebak Bulus lalu naik JAK.102 jurusan Blok M turun di Pondok Indah Mall 3,pilihan naik a jurusan lebak bulus turun di stasiun mrt lebak bulus lalu naik jak jurusan blok m turun di pondok indah mall,pilihan naik a jurusan lebak bulus turun di stasiun mrt lebak bulus lalu naik jak jurusan blok m turun di pondok indah mall,Neutral,9.996.052.384.376.520
Begini syarat dan cara buat Kartu Pekerja Jakarta agar gratis naik Transjakarta hingga MRT Serba-serbi kotaJakarta https://t.co/BZDwhy7SlY,begini syarat dan cara buat kartu pekerja jakarta agar gratis naik transjakarta hingga mrt serba serbi kotajakarta,begini syarat dan cara buat kartu pekerja jakarta agar gratis naik transjakarta hingga mrt serba serbi kotajakarta,Neutral,9.997.465.014.457.700
@pongtelux Langsung saja naik S21/S22 jurusan CSW/Kampung Rambutan turun di Selapa lalu jalan ke Stasiun MRT Lebak Bulus,langsung saja naik s s jurusan csw kampung rambutan turun di selapa lalu jalan ke stasiun mrt lebak bulus,langsung saja naik s s jurusan csw kampung rambutan turun di selapa lalu jalan ke stasiun mrt lebak bulus,Neutral,9.996.875.524.520.870
@PT_Transjakarta min mau tanya kalo dari arah ciputat mau ke stasiun mrt lebak bulus naik tj yg mana dan turun dimana ya?,min mau tanya kalo dari arah ciputat mau ke stasiun mrt lebak bulus naik tj yg mana dan turun dimana ya,min mau tanya kalau dari arah ciputat mau ke stasiun mrt lebak bulus naik tj yang mana dan turun dimana ya,Neutral,9.995.774.626.731.870
@daqwit kalo naik mrt mah kurang kaa sensasinya! kaka harus ngerasain transit pindah peron di manggarai atau tanah abang buat cobain full experience bertransum di jakarta,kalo naik mrt mah kurang kaa sensasinya kaka harus ngerasain transit pindah peron di manggarai atau tanah abang buat cobain full experience bertransum di jakarta,kalau naik mrt mah kurang kaa sensasinya kakak harus merasakan transit pindah peron di manggarai atau tanah abang buat cobain penuh experience bertransum di jakarta,Positive,9.977.262.616.157.530
Asik banget nih buat kamu yang gaji di bawah 6 2 juta di Jakarta! Kamu sekarang bisa naik MRT LRT dan Transjakarta selama 6 bulan full GRATIS tanpa bayar! Ini program dari Pemprov DKI buat bantu kita semua ngurangin biaya sehari-hari. Langsung urus persyaratannya ya! https://t.co/vWLvhBTKNM,asik banget nih buat kamu yang gaji di bawah juta di jakarta kamu sekarang bisa naik mrt lrt dan transjakarta selama bulan full gratis tanpa bayar ini program dari pemprov dki buat bantu kita semua ngurangin biaya sehari hari langsung urus persyaratannya ya,asik sekali nih buat kamu yang gaji di bawah juta di jakarta kamu sekarang bisa naik mrt lrt dan transjakarta selama bulan penuh gratis tanpa bayar ini program dari pemprov dki buat bantu kita semua ngurangin biaya sehari hari langsung urus persyaratannya ya,Neutral,9.944.475.889.205.930
Jujur make up gw skrg ga pernah luntur smudge patchy lg cuy ini udah krl approved bgt tahan banting menghadapi badai pik2 hujan blok m sama naik turun tangga mrt. Tanya aja temen gw even blush gw STAYS &amp; eyeshadow gw ga ilang pdhl udah menghadapi semua rintangan tsb,jujur make up gw skrg ga pernah luntur smudge patchy lg cuy ini udah krl approved bgt tahan banting menghadapi badai pik hujan blok m sama naik turun tangga mrt tanya aja temen gw even blush gw stays amp eyeshadow gw ga ilang pdhl udah menghadapi semua rintangan tsb,jujur pakai up saya sekarang tidak pernah luntur smudge patchy lagi cuy ini sudah krl approved banget tahan banting menghadapi badai pik hujan blok m sama naik turun tangga mrt tanya saja teman saya even blush saya stays amp eyeshadow saya tidak ilang padahal sudah menghadapi semua rintangan tersebut,Positive,5.024.241.209.030.150
